code,time_zone_id,country,region,latitude,longitude
MMX,Europe/Stockholm,Sweden,Europe,,
DSC,Africa/Douala,Cameroon,Africa,,
LSA,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
RBV,Pacific/Guadalcanal,Solomon Islands,Pacific,,
PEN,Asia/Kuala_Lumpur,Malaysia,Pacific,,
BSK,Africa/Algiers,Algeria,Africa,,
MCZ,America/Maceio,Brazil,South America,35.86219306,-77.17820278
EBW,Africa/Douala,Cameroon,Africa,,
CCU,Asia/Kolkata,India,Pacific,,
MDB,America/Belize,Belize,Mexico/Central America,,
CCY,America/Chicago,United States,Domestic,43.07260861,-92.61077833
AOD,Africa/Ndjamena,Chad,Africa,,
AZR,Africa/Algiers,Algeria,Africa,,
BPC,Africa/Douala,Cameroon,Africa,,
BQS,Asia/Yakutsk,Russian Federation,Europe,,
BQT,Europe/Minsk,Belarus,Europe,,
BRA,America/Bahia,Brazil,South America,,
BRB,America/Fortaleza,Brazil,South America,,
BSB,America/Sao_Paulo,Brazil,South America,,
CDE,America/Panama,Panama,Mexico/Central America,,
CDH,America/Chicago,United States,Domestic,33.62279917,-92.76339528
CDK,America/New_York,United States,Domestic,29.137745,-83.04984361
CDN,America/New_York,United States,Domestic,34.28358333,-80.56486111
MDD,America/Chicago,United States,Domestic,32.03652444,-102.1010278
MDF,America/Chicago,United States,Domestic,36.48475778,-99.19415778
GBG,America/Chicago,United States,Domestic,40.93800194,-90.43112556
IRA,Pacific/Guadalcanal,Solomon Islands,Pacific,,
MDI,Africa/Lagos,Nigeria,Africa,,
MDJ,America/Los_Angeles,United States,Domestic,,
PEW,Asia/Karachi,Pakistan,Pacific,,
PEY,Australia/Adelaide,Australia,Australia/New Zealand,,
PEZ,Europe/Moscow,Russian Federation,Europe,28.95419444,-98.51998917
PHL,America/New_York,United States,Domestic,39.87195278,-75.24114083
PHN,America/Detroit,United States,Domestic,42.91095778,-82.52886139
PKE,Australia/Sydney,Australia,Australia/New Zealand,,
PKZ,Asia/Vientiane,Lao People's Democratic Republic,Pacific,,
PLA,America/Bogota,Colombia,South America,,
PLF,Africa/Ndjamena,Chad,Africa,,
PLL,America/Manaus,Brazil,South America,,
CZL,Africa/Algiers,Algeria,Africa,34.45678278,-84.93949944
YRB,America/Resolute,Canada,Canada,,
QBC,America/Vancouver,Canada,Canada,,
ACE,Atlantic/Canary,Spain,Europe,,
CDP,Asia/Kolkata,India,Pacific,,
CDS,America/Chicago,United States,Domestic,,
CDW,America/New_York,United States,Domestic,40.87522278,-74.28135667
CEE,Europe/Moscow,Russian Federation,Europe,,
CEF,America/New_York,United States,Domestic,42.19826389,-72.53425833
CEG,Europe/London,United Kingdom,Europe,,
CEO,Africa/Luanda,Angola,Africa,,
CES,Australia/Sydney,Australia,Australia/New Zealand,,
CET,Europe/Paris,France,Europe,,
CEU,America/New_York,United States,Domestic,34.67205556,-82.88644444
CEV,America/Indiana/Indianapolis,United States,Domestic,39.69803139,-85.13124528
MIQ,America/Chicago,United States,Domestic,,
MDX,America/Argentina/Cordoba,Argentina,South America,,
MED,Asia/Riyadh,Saudi Arabia,Middle East,,
PLM,Asia/Jakarta,Indonesia,Pacific,,
PLN,America/Detroit,United States,Domestic,45.5709275,-84.796715
PLO,Australia/Adelaide,Australia,Australia/New Zealand,,
PLS,America/Grand_Turk,Turks and Caicos Islands,Caribbean,,
PLW,Asia/Makassar,Indonesia,Pacific,,
PLZ,Africa/Johannesburg,South Africa,Africa,,
PMC,America/Santiago,Chile,South America,,
PMI,Europe/Madrid,Spain,Europe,,
PNH,Asia/Phnom_Penh,Cambodia,Pacific,,
PNI,Pacific/Pohnpei,"Micronesia, Federated States of",Pacific,,
BSQ,America/Phoenix,United States,Domestic,,
DHO,America/Vancouver,Canada,Canada,,
KEA,Asia/Jayapura,Indonesia,Pacific,,
AMF,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
SVY,Pacific/Guadalcanal,Solomon Islands,Pacific,,
VAO,Pacific/Guadalcanal,Solomon Islands,Pacific,,
YAU,America/Montreal,Canada,Canada,,
YAD,America/Winnipeg,Canada,Canada,,
YAX,America/Winnipeg,Canada,Canada,,
AMR,Pacific/Majuro,Marshall Islands,Pacific,,
BBV,Africa/Abidjan,Côte d'Ivoire,Africa,,
BST,Asia/Kabul,Afghanistan,Pacific,44.40966667,-69.01225
BSU,Africa/Kinshasa,"Congo, The Democratic Republic of the",Africa,,
CEW,America/Chicago,United States,Domestic,30.77883333,-86.52211111
BSM,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
CEY,America/Chicago,United States,Domestic,36.66458333,-88.37277722
AAW,Asia/Karachi,Pakistan,Pacific,,
LYT,Australia/Brisbane,Australia,Australia/New Zealand,,
AHT,America/Adak,United States,Alaska,,
BSO,Asia/Manila,Philippines,Pacific,,
CFQ,America/Creston,Canada,Canada,,
CFR,Europe/Paris,France,Europe,,
CFT,America/Phoenix,United States,Domestic,32.95284306,-109.2103453
MEV,America/Los_Angeles,United States,Domestic,39.00030889,-119.7508064
MEX,America/Mexico_City,Mexico,Mexico/Central America,,
MFC,Africa/Maseru,Lesotho,Africa,,
GBC,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
MFD,America/New_York,United States,Domestic,40.82141667,-82.51663889
POA,America/Sao_Paulo,Brazil,South America,,
POD,Africa/Dakar,Senegal,Africa,,
POG,Africa/Libreville,Gabon,Africa,,
POH,America/Chicago,United States,Domestic,42.74280556,-94.64730556
PPT,Pacific/Tahiti,French Polynesia,Pacific,,
PPY,America/Sao_Paulo,Brazil,South America,,
PPZ,America/Caracas,"Venezuela, Bolivarian Republic of",South America,,
PRY,Africa/Johannesburg,South Africa,Africa,,
PSA,Europe/Rome,Italy,Europe,,
PSC,America/Los_Angeles,United States,Domestic,46.26468028,-119.1190292
GUV,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
YFB,America/Iqaluit,Canada,Canada,,
HAH,Indian/Comoro,Comoros,Africa,,
PVD,America/New_York,United States,Domestic,41.72399917,-71.42822111
PVG,Asia/Shanghai,China,Pacific,36.78014889,-76.44883472
PVH,America/Porto_Velho,Brazil,South America,,
MRM,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
MNC,Africa/Maputo,Mozambique,Africa,,
TPI,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
SBE,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
MND,America/Bogota,Colombia,South America,,
YBV,America/Winnipeg,Canada,Canada,,
YBW,America/Vancouver,Canada,Canada,,
YBB,America/Cambridge_Bay,Canada,Canada,,
YBF,America/Vancouver,Canada,Canada,,
MPE,America/New_York,United States,Domestic,32.7995775,-89.12589472
YDB,America/Whitehorse,Canada,Canada,,
YER,America/Toronto,Canada,Canada,,
YCS,America/Rankin_Inlet,Canada,Canada,,
MPJ,America/Chicago,United States,Domestic,35.13886306,-92.90919694
MNX,America/Manaus,Brazil,South America,,
MOB,America/Chicago,United States,Domestic,30.69141667,-88.24283333
AAE,Africa/Algiers,Algeria,Africa,,
AAI,America/Araguaina,Brazil,South America,,
AAU,Pacific/Apia,Samoa,Pacific,,
AAX,America/Sao_Paulo,Brazil,South America,,
ABA,Asia/Krasnoyarsk,Russian Federation,Europe,,
ABF,Pacific/Tarawa,Kiribati,Pacific,,
APE,America/Lima,Peru,South America,,
BIY,Africa/Johannesburg,South Africa,Africa,,
BTJ,Asia/Jakarta,Indonesia,Pacific,,
BTR,America/Chicago,United States,Domestic,30.53316083,-91.14963444
BTV,America/New_York,United States,Domestic,44.47300361,-73.1503125
CFV,America/Chicago,United States,Domestic,37.0940475,-95.57189417
CGB,America/Cuiaba,Brazil,South America,,
CGE,America/New_York,United States,Domestic,38.53930556,-76.03036111
MOC,America/Sao_Paulo,Brazil,South America,,
MOE,Asia/Rangoon,Myanmar,Pacific,,
MPQ,Asia/Amman,Jordan,Middle East,,
MPR,America/Chicago,United States,Domestic,38.35243722,-97.69133028
MPS,America/Chicago,United States,Domestic,,
YLM,America/Whitehorse,Canada,Canada,,
YKE,America/Winnipeg,Canada,Canada,,
YGK,America/Toronto,Canada,Canada,,
MPT,Asia/Dili,Timor-Leste,Pacific,,
WAQ,Indian/Antananarivo,Madagascar,Africa,,
MOL,Europe/Oslo,Norway,Europe,,
YHD,America/Winnipeg,Canada,Canada,,
YIK,America/Montreal,Canada,Canada,,
DJN,America/Anchorage,United States,Alaska,,
EFO,America/Nome,United States,Alaska,,
MOQ,Indian/Antananarivo,Madagascar,Africa,,
MOT,America/Chicago,United States,Domestic,48.25937778,-101.2803339
MOV,Australia/Brisbane,Australia,Australia/New Zealand,,
MPH,Asia/Manila,Philippines,Pacific,,
MPK,Asia/Seoul,"Korea, Republic of",Pacific,,
ACJ,Asia/Colombo,Sri Lanka,Pacific,32.11079917,-84.18884806
ACM,America/Bogota,Colombia,South America,,
ACU,America/Panama,Panama,Mexico/Central America,,
ADA,Europe/Istanbul,Türkiye,Europe,,
ADE,Asia/Aden,Yemen,Middle East,,
ADF,Europe/Istanbul,Türkiye,Europe,,
ADN,America/Bogota,Colombia,South America,,
ADR,America/New_York,United States,Domestic,,
ADZ,America/Bogota,Colombia,South America,,
BWC,America/Los_Angeles,United States,Domestic,32.9931,-115.5169325
BWD,America/Chicago,United States,Domestic,31.79362222,-98.95649528
BWN,Asia/Brunei,Brunei Darussalam,Pacific,,
BWO,Europe/Volgograd,Russian Federation,Europe,,
CGG,Asia/Manila,Philippines,Pacific,,
CGH,America/Sao_Paulo,Brazil,South America,,
CGJ,Africa/Lusaka,Zambia,Africa,,
MPL,Europe/Paris,France,Europe,,
MPO,America/New_York,United States,Domestic,41.1374775,-75.37887833
MQK,America/La_Paz,"Bolivia, Plurinational State of",South America,,
MQY,America/Chicago,United States,Domestic,36.00897944,-86.52007667
MRI,America/Anchorage,United States,Alaska,61.21437861,-149.8461614
BQE,Africa/Bissau,Guinea-Bissau,Africa,,
MFZ,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
BSV,Indian/Antananarivo,Madagascar,Africa,,
BWT,Australia/Hobart,Australia,Australia/New Zealand,,
YLC,America/Iqaluit,Canada,Canada,,
YPO,America/Toronto,Canada,Canada,,
PXU,Asia/Ho_Chi_Minh,Viet Nam,Pacific,,
BXN,Europe/Istanbul,Türkiye,Europe,,
YWL,America/Vancouver,Canada,Canada,,
YPI,America/Vancouver,Canada,Canada,,
QUO,Africa/Lagos,Nigeria,Africa,,
MQV,Africa/Algiers,Algeria,Africa,,
CAD,America/Detroit,United States,Domestic,44.27531333,-85.41892694
YOJ,America/Edmonton,Canada,Canada,,
MQW,America/New_York,United States,Domestic,32.09577778,-82.88002778
CAG,Europe/Rome,Italy,Europe,40.49522139,-107.5216467
MQX,Africa/Addis_Ababa,Ethiopia,Africa,,
YQN,America/Toronto,Canada,Canada,,
MQZ,Australia/Perth,Australia,Australia/New Zealand,,
MRA,Africa/Tripoli,Libya,Africa,,
CAH,Asia/Ho_Chi_Minh,Viet Nam,Pacific,,
CBR,Australia/Canberra,Australia,Australia/New Zealand,,
CBT,Africa/Luanda,Angola,Africa,,
CGQ,Asia/Shanghai,China,Pacific,,
CGR,America/Campo_Grande,Brazil,South America,,
AEP,America/Argentina/Buenos_Aires,Argentina,South America,,
AFA,America/Argentina/Mendoza,Argentina,South America,,
AFI,America/Bogota,Colombia,South America,,
AFY,Europe/Istanbul,Türkiye,Europe,,
AGB,Europe/Berlin,Germany,Europe,,
AGE,Europe/Berlin,Germany,Europe,,
AGF,Europe/Paris,France,Europe,,
AGI,America/Paramaribo,Suriname,South America,,
AGT,America/Asuncion,Paraguay,South America,,
AGU,America/Mexico_City,Mexico,Mexico/Central America,,
APP,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
CGU,America/Caracas,"Venezuela, Bolivarian Republic of",South America,,
CGV,Australia/Eucla,Australia,Australia/New Zealand,,
CGY,Asia/Manila,Philippines,Pacific,,
MRC,America/Chicago,United States,Domestic,35.55413889,-87.17891667
MRD,America/Caracas,"Venezuela, Bolivarian Republic of",South America,,
MRF,America/Chicago,United States,Domestic,30.37147222,-104.0166944
CBW,America/Sao_Paulo,Brazil,South America,,
MWY,Australia/Brisbane,Australia,Australia/New Zealand,,
YQT,America/Thunder_Bay,Canada,Canada,,
RFS,America/Managua,Nicaragua,Mexico/Central America,,
CCB,America/Los_Angeles,United States,Domestic,34.11154056,-117.6875897
RGK,Asia/Novokuznetsk,Russian Federation,Europe,44.58935611,-92.48496889
CCG,America/Chicago,United States,Domestic,,
CCJ,Asia/Kolkata,India,Pacific,,
MWG,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
MXH,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
AHM,America/Los_Angeles,United States,Domestic,,
CDY,Asia/Manila,Philippines,Pacific,,
MRJ,America/Tegucigalpa,Honduras,Mexico/Central America,42.88532917,-90.23198583
KMR,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
CEB,Asia/Manila,Philippines,Pacific,,
CEC,America/Los_Angeles,United States,Domestic,41.78015722,-124.2365333
CEI,Asia/Bangkok,Thailand,Pacific,,
LMG,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
CGZ,America/Phoenix,United States,Domestic,32.95488889,-111.7668333
CHH,America/Lima,Peru,South America,,
CHJ,Africa/Harare,Zimbabwe,Africa,,
CHK,America/Chicago,United States,Domestic,35.09614694,-97.96618361
AHS,America/Tegucigalpa,Honduras,Mexico/Central America,,
AIF,America/Sao_Paulo,Brazil,South America,,
MRK,America/New_York,United States,Domestic,,
AIL,America/Panama,Panama,Mexico/Central America,,
AIS,Pacific/Tarawa,Kiribati,Pacific,,
MRL,Australia/Brisbane,Australia,Australia/New Zealand,,
AJA,Europe/Paris,France,Europe,,
AJF,Asia/Riyadh,Saudi Arabia,Middle East,,
AJI,Europe/Istanbul,Türkiye,Europe,,
AJK,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
AJS,America/Mazatlan,Mexico,Mexico/Central America,,
AKA,Asia/Chongqing,China,Pacific,52.22034833,-174.2063503
AKD,Asia/Kolkata,India,Pacific,,
DRC,Africa/Luanda,Angola,Africa,,
HVA,Indian/Antananarivo,Madagascar,Africa,,
IAM,Africa/Algiers,Algeria,Africa,,
MRN,America/New_York,United States,Domestic,35.82149222,-81.61073639
MRR,America/Guayaquil,Ecuador,South America,,
MSR,Europe/Istanbul,Türkiye,Europe,,
RGN,Asia/Rangoon,Myanmar,Pacific,,
KPA,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
AGH,Europe/Stockholm,Sweden,Europe,,
MSS,America/New_York,United States,Domestic,44.93582722,-74.84554583
AKR,Africa/Lagos,Nigeria,Africa,41.0375,-81.46693944
MSU,Africa/Maseru,Lesotho,Africa,,
JRA,America/New_York,United States,Domestic,40.75454583,-74.00708389
IDB,Europe/Stockholm,Sweden,Europe,,
CGI,America/Chicago,United States,Domestic,37.22531694,-89.57075167
CGK,Asia/Jakarta,Indonesia,Pacific,,
MSW,Africa/Asmara,Eritrea,Africa,,
CGP,Asia/Dhaka,Bangladesh,Pacific,,
CHA,America/New_York,United States,Domestic,35.03526833,-85.20378778
CHL,America/Boise,United States,Domestic,,
CHR,Europe/Paris,France,Europe,,
CHS,America/New_York,United States,Domestic,32.89864639,-80.04050583
CHV,Europe/Lisbon,Portugal,Europe,,
CHX,America/Panama,Panama,Mexico/Central America,,
CIA,Europe/Rome,Italy,Europe,,
CID,America/Chicago,United States,Domestic,41.88458833,-91.71087222
CIE,Australia/Perth,Australia,Australia/New Zealand,,
CII,Europe/Istanbul,Türkiye,Europe,47.82528056,-112.1662136
CIJ,America/La_Paz,"Bolivia, Plurinational State of",South America,,
AKU,Asia/Shanghai,China,Pacific,,
AKX,Asia/Aqtobe,Kazakhstan,Pacific,,
ALA,Asia/Almaty,Kazakhstan,Pacific,,
ALE,America/Chicago,United States,Domestic,,
ALL,Europe/Rome,Italy,Europe,,
ALP,Asia/Damascus,Syrian Arab Republic,Middle East,,
ALQ,America/Sao_Paulo,Brazil,South America,,
AMD,Asia/Kolkata,India,Pacific,,
AMJ,America/Sao_Paulo,Brazil,South America,,
AML,America/Panama,Panama,Mexico/Central America,,
AMS,Europe/Amsterdam,Netherlands,Europe,,
AOS,America/Anchorage,United States,Alaska,,
JAV,America/Godthab,Greenland,Other International,,
MSZ,Africa/Luanda,Angola,Africa,,
MTA,Pacific/Auckland,New Zealand,Australia/New Zealand,,
PCK,America/Anchorage,United States,Alaska,67.23789833,-150.2860608
CHB,Asia/Karachi,Pakistan,Pacific,,
DCK,America/Anchorage,United States,Alaska,66.94333806,-156.9046739
CHC,Pacific/Auckland,New Zealand,Australia/New Zealand,,
JON,Pacific/Johnston,United States,Hawaii,,
AMZ,Pacific/Auckland,New Zealand,Australia/New Zealand,,
EGS,Atlantic/Reykjavik,Iceland,Europe,,
CHF,Asia/Seoul,"Korea, Republic of",Pacific,,
CHG,Asia/Shanghai,China,Pacific,,
MGX,Africa/Libreville,Gabon,Africa,,
CIM,America/Bogota,Colombia,South America,,
CIN,America/Chicago,United States,Domestic,42.04619444,-94.789
CIO,America/Asuncion,Paraguay,South America,,
CIQ,America/Guatemala,Guatemala,Mexico/Central America,,
CIR,America/Chicago,United States,Domestic,37.06447222,-89.21961111
CIS,Pacific/Enderbury,Kiribati,Pacific,,
KVU,Pacific/Fiji,Fiji,Pacific,,
AHY,Indian/Antananarivo,Madagascar,Africa,,
ANA,America/Los_Angeles,United States,Domestic,,
ANG,Europe/Paris,France,Europe,,
ANL,Africa/Luanda,Angola,Africa,,
ANU,America/Antigua,Antigua and Barbuda,Caribbean,,
AOC,Europe/Berlin,Germany,Europe,43.60343056,-113.3340972
AOG,Asia/Shanghai,China,Pacific,,
ARZ,Africa/Luanda,Angola,Africa,,
AUI,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
BMZ,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
CIT,Asia/Almaty,Kazakhstan,Pacific,,
CIX,America/Lima,Peru,South America,,
CIZ,America/Manaus,Brazil,South America,,
CJA,America/Lima,Peru,South America,,
MTB,America/Bogota,Colombia,South America,,
MTC,America/Detroit,United States,Domestic,,
MTE,America/Santarem,Brazil,South America,,
MTG,America/Cuiaba,Brazil,South America,,
FOU,Africa/Libreville,Gabon,Africa,,
GEO,America/Guyana,Guyana,South America,38.88195778,-83.88273278
IGE,Africa/Libreville,Gabon,Africa,,
BPY,Indian/Antananarivo,Madagascar,Africa,,
MTI,Atlantic/Cape_Verde,Cabo Verde,Africa,,
MTL,Australia/Sydney,Australia,Australia/New Zealand,,
RLK,Asia/Shanghai,China,Pacific,,
NNB,Pacific/Guadalcanal,Solomon Islands,Pacific,,
WBD,Indian/Antananarivo,Madagascar,Africa,,
RVA,Indian/Antananarivo,Madagascar,Africa,,
BMD,Indian/Antananarivo,Madagascar,Africa,,
RVC,Africa/Monrovia,Liberia,Africa,,
RVH,Europe/Moscow,Russian Federation,Europe,,
CJB,Asia/Kolkata,India,Pacific,,
CJC,America/Santiago,Chile,South America,,
APB,America/La_Paz,"Bolivia, Plurinational State of",South America,,
MNT,America/Anchorage,United States,Alaska,,
CJD,America/Bogota,Colombia,South America,,
KMA,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
MTN,America/New_York,United States,Domestic,39.32566333,-76.41376556
CJJ,Asia/Seoul,"Korea, Republic of",Pacific,,
CJL,Asia/Karachi,Pakistan,Pacific,,
CKB,America/New_York,United States,Domestic,39.29663889,-80.22808333
MVL,America/New_York,United States,Domestic,44.53460806,-72.61400444
CKC,Europe/Kiev,Ukraine,Europe,47.83830556,-90.38313889
CKG,Asia/Shanghai,China,Pacific,,
CKH,Asia/Srednekolymsk,Russian Federation,Europe,,
CKK,America/Chicago,United States,Domestic,,
CKL,Europe/Moscow,Russian Federation,Europe,,
CKM,America/Chicago,United States,Domestic,34.29971,-90.51231611
APG,America/New_York,United States,Domestic,,
APH,America/New_York,United States,Domestic,,
MUI,America/New_York,United States,Domestic,,
APO,America/Bogota,Colombia,South America,,
APQ,America/Maceio,Brazil,South America,,
APS,America/Sao_Paulo,Brazil,South America,,
APT,America/Chicago,United States,Domestic,35.06067778,-85.58531667
APV,America/Los_Angeles,United States,Domestic,34.57528944,-117.1861792
APX,America/Sao_Paulo,Brazil,South America,,
APY,America/Fortaleza,Brazil,South America,,
APZ,America/Argentina/Salta,Argentina,South America,,
AQA,America/Sao_Paulo,Brazil,South America,,
AQB,America/Guatemala,Guatemala,Mexico/Central America,,
CKN,America/Chicago,United States,Domestic,47.84169417,-96.62162028
CKO,America/Sao_Paulo,Brazil,South America,,
CKT,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
TCJ,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
AMO,Africa/Ndjamena,Chad,Africa,,
APL,Africa/Maputo,Mozambique,Africa,,
ARB,America/Detroit,United States,Domestic,42.22298361,-83.74560722
CKU,America/Anchorage,United States,Alaska,60.54390333,-145.7267042
CKW,Australia/Perth,Australia,Australia/New Zealand,,
CKY,Africa/Conakry,Guinea,Africa,,
MPM,Africa/Maputo,Mozambique,Africa,,
CKZ,Europe/Istanbul,Türkiye,Europe,,
MUJ,Africa/Addis_Ababa,Ethiopia,Africa,,
SAQ,America/Nassau,Bahamas,Caribbean,,
CLD,America/Los_Angeles,United States,Domestic,33.127231,-117.278727
CLG,America/Los_Angeles,United States,Domestic,,
CLH,Australia/Sydney,Australia,Australia/New Zealand,,
CLI,America/Chicago,United States,Domestic,44.61381306,-88.73126667
CLK,America/Chicago,United States,Domestic,35.53832778,-98.932695
CLM,America/Los_Angeles,United States,Domestic,48.12019444,-123.4996944
CLN,America/Fortaleza,Brazil,South America,,
CLO,America/Bogota,Colombia,South America,,
ARD,Asia/Makassar,Indonesia,Pacific,,
ARG,America/Chicago,United States,Domestic,36.12534667,-90.92461944
ARJ,Asia/Jayapura,Indonesia,Pacific,,
ARO,America/Bogota,Colombia,South America,,
ARR,America/Argentina/Catamarca,Argentina,South America,41.77192944,-88.47565917
ART,America/New_York,United States,Domestic,43.99192222,-76.02173861
ARV,America/Chicago,United States,Domestic,45.92792556,-89.73094278
ARW,Europe/Bucharest,Romania,Europe,,
ARX,America/New_York,United States,Domestic,,
ASF,Europe/Volgograd,Russian Federation,Europe,,
ASS,Africa/Johannesburg,South Africa,Africa,,
CLQ,America/Mexico_City,Mexico,Mexico/Central America,,
CLR,America/Los_Angeles,United States,Domestic,,
FRK,Indian/Mahe,Seychelles,Africa,,
FSL,Australia/Perth,Australia,Australia/New Zealand,,
GSL,America/Yellowknife,Canada,Canada,,
SDK,Asia/Kuching,Malaysia,Pacific,,
AEB,Asia/Shanghai,China,Pacific,,
YSX,America/Vancouver,Canada,Canada,,
LSJ,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
MUL,America/New_York,United States,Domestic,,
MVQ,Europe/Minsk,Belarus,Europe,,
MUO,America/Boise,United States,Domestic,,
MUU,America/New_York,United States,Domestic,,
CLS,America/Los_Angeles,United States,Domestic,46.67649194,-122.9792967
CLU,America/Indiana/Indianapolis,United States,Domestic,,
CLV,America/Sao_Paulo,Brazil,South America,,
CLW,America/New_York,United States,Domestic,27.97668639,-82.75874028
CLX,America/Argentina/Cordoba,Argentina,South America,,
CLY,Europe/Paris,France,Europe,,
CLZ,America/Caracas,"Venezuela, Bolivarian Republic of",South America,,
CMC,America/Fortaleza,Brazil,South America,,
CMD,Australia/Sydney,Australia,Australia/New Zealand,,
CME,America/Merida,Mexico,Mexico/Central America,,
CMF,Europe/Paris,France,Europe,,
CMH,America/New_York,United States,Domestic,39.99798528,-82.89188278
MUW,Africa/Algiers,Algeria,Africa,,
AMP,Indian/Antananarivo,Madagascar,Africa,,
ASL,America/Chicago,United States,Domestic,32.5205,-94.30777778
ASN,America/Chicago,United States,Domestic,33.56991111,-86.05085833
ASX,America/Chicago,United States,Domestic,46.54852806,-90.91896639
ASY,America/Chicago,United States,Domestic,,
ATG,Asia/Karachi,Pakistan,Pacific,,
ATI,America/Montevideo,Uruguay,South America,,
ATJ,Indian/Antananarivo,Madagascar,Africa,,
ATM,America/Santarem,Brazil,South America,,
ATO,America/New_York,United States,Domestic,,
ATX,Asia/Almaty,Kazakhstan,Pacific,,
BFO,Africa/Harare,Zimbabwe,Africa,,
GHA,Africa/Algiers,Algeria,Africa,,
MUY,Africa/Brazzaville,Congo,Africa,,
MVA,Atlantic/Reykjavik,Iceland,Europe,,
MVB,Africa/Libreville,Gabon,Africa,,
MVC,America/Chicago,United States,Domestic,31.45805306,-87.35104028
MTP,America/New_York,United States,Domestic,41.07694333,-71.92039972
CPV,America/Fortaleza,Brazil,South America,,
ANJ,Africa/Brazzaville,Congo,Africa,,
NUT,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
CRW,America/New_York,United States,Domestic,38.37315083,-81.59318972
YVC,America/Regina,Canada,Canada,,
LWI,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
LIX,Africa/Blantyre,Malawi,Africa,,
MVF,America/Fortaleza,Brazil,South America,,
MVG,Africa/Libreville,Gabon,Africa,,
MVH,Australia/Sydney,Australia,Australia/New Zealand,,
MTR,America/Bogota,Colombia,South America,,
MVJ,America/Jamaica,Jamaica,Caribbean,,
MUE,Pacific/Honolulu,United States,Hawaii,20.00132694,-155.6681072
CSI,Australia/Sydney,Australia,Australia/New Zealand,,
MVM,America/Shiprock,United States,Domestic,44.70311111,-67.47861111
MUN,America/Caracas,"Venezuela, Bolivarian Republic of",South America,,
MVO,Africa/Ndjamena,Chad,Africa,,
SIO,Australia/Hobart,Australia,Australia/New Zealand,,
CTP,America/Fortaleza,Brazil,South America,,
GSJ,America/Guatemala,Guatemala,Mexico/Central America,,
GUQ,America/Caracas,"Venezuela, Bolivarian Republic of",South America,,
GWD,Asia/Karachi,Pakistan,Pacific,,
AUG,America/New_York,United States,Domestic,44.32064972,-69.79731806
AUM,America/Chicago,United States,Domestic,43.66499083,-92.933385
AUN,America/Los_Angeles,United States,Domestic,38.95476944,-121.0820806
AUO,America/Chicago,United States,Domestic,32.61635417,-85.43355944
AUR,Europe/Paris,France,Europe,,
AUX,America/Araguaina,Brazil,South America,,
AVA,Asia/Chongqing,China,Pacific,,
CMK,Africa/Blantyre,Malawi,Africa,,
CMN,Africa/Casablanca,Morocco,Africa,,
CMP,America/Belem,Brazil,South America,,
CMR,Europe/Paris,France,Europe,,
CMT,America/Belem,Brazil,South America,,
CMW,America/Havana,Cuba,Caribbean,,
CNA,America/Hermosillo,Mexico,Mexico/Central America,,
BRJ,Australia/Melbourne,Australia,Australia/New Zealand,,
CND,Europe/Bucharest,Romania,Europe,,
GWL,Asia/Kolkata,India,Pacific,,
GWO,America/Chicago,United States,Domestic,33.49432667,-90.084705
GZP,Europe/Istanbul,Türkiye,Europe,,
GZT,Europe/Istanbul,Türkiye,Europe,,
HAQ,Indian/Maldives,Maldives,Pacific,,
SPG,America/New_York,United States,Domestic,27.76511111,-82.62697222
WDN,America/Los_Angeles,United States,Domestic,,
XMP,America/Whitehorse,Canada,Canada,,
AXG,America/Chicago,United States,Domestic,,
GOT,Europe/Stockholm,Sweden,Europe,,
XCL,America/Regina,Canada,Canada,,
GOY,Asia/Colombo,Sri Lanka,Pacific,,
HDN,America/Denver,United States,Domestic,40.48118028,-107.2176597
HDY,Asia/Bangkok,Thailand,Pacific,,
YWK,America/Goose_Bay,Canada,Canada,,
HEA,Asia/Kabul,Afghanistan,Pacific,,
HER,Europe/Athens,Greece,Europe,,
HYV,Europe/Helsinki,Finland,Europe,,
HZB,Europe/Paris,France,Europe,,
MUT,America/Chicago,United States,Domestic,41.36786333,-91.14821639
MUX,Asia/Karachi,Pakistan,Pacific,,
